formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C19H38N6	[M - H]-	C19H37N6-	Alkaloids	0.993	Pseudoalkaloids (transamidation)	0.517	Purine alkaloids	0.310	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.997	Tertiary amines	0.966	Dialkylarylamines	0.622	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Aminopyrimidines and derivatives; Diazines; Trialkylamines; Amines; Secondary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	349.307	475	7.921	875355521135150971	875355502181090914	875355502181090913	NEG_5246	
1	C17H35N3O	[M - H]-	C17H34N3O-	Fatty acids	0.909	Fatty amides	0.427	Primary amides	0.104	Organic acids and derivatives	0.318	Carboxylic acids and derivatives	0.405	Carboxylic acid derivatives	0.513			Carboxylic acid derivatives	0.513	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	296.268	502	8.372	875355521659438996	875355500658558390	875355500654364085	NEG_2177	
1	C34H59BN2O4	[M - H]-	C34H58BN2O4-	Fatty acids	0.433	Spingolipids	0.816	Pinane monoterpenoids	0.069	Lipids and lipid-like molecules	0.852	Fatty Acyls	0.860	Fatty amides	0.698	N-acyl amines	0.611	N-acyl amines	0.611	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organometallic compounds; Carboxylic acid amides; Boronic acid derivatives; Carboxylic acid derivatives; N-acyl amines; Boronic acid esters; Organometalloid compounds; Secondary carboxylic acid amides; Carbonyl compounds; Organoboron compounds; Organic salts; Fatty Acyls; Organic oxides; Organic metalloid salts; Organic metal salts; Oxacyclic compounds; Hydrocarbon derivatives; Alkylboranes; Monoalkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	568.451	542	9.025	875355520652805992	875355500914410958	875355500910216653	NEG_28054	
1	C25H37N3O6	[M - H]-	C25H36N3O6-	Alkaloids	0.725	Ornithine alkaloids	0.090	Pyridine alkaloids	0.004	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.918	Amino acids and derivatives	0.919	Amino acids and derivatives	0.919	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alkyl aryl ethers; Pyrrolidines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid imides; N-substituted carboxylic acid imides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Dicarboximides; N-alkylpyrrolidines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	474.256	638	10.639	875355523387492354	875355500192990614	875355500188796309	NEG_16997	
1	C41H84N4O13	[M - H]-	C41H83N4O13-	Polyketides	0.889	Macrolides	0.786	Erythromycins	0.575	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.920	Aminosaccharides	0.574	Aminoglycosides	0.625	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Lactones; Alcohols and polyols; Macrolides and analogues; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Trialkylamines; Polyols; Amines; Alkanolamines; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	839.588	671	11.191	875355518706648837	875355502634075802	875355502634075801	NEG_77547	
1	C33H55N3O6	[M - H]-	C33H54N3O6-	Fatty acids	0.876	Spingolipids	0.666	N-acyl amines	0.069	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.887	Amino acids and derivatives	0.879	Alpha amino acids and derivatives	0.853	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	588.397	719	11.982	875355520594085715	875355501061211614	875355501057017309	NEG_30817	
1	C31H73N11O4	[M - H]-	C31H72N11O4-	Alkaloids	0.601	Oligopeptides	0.184	Cyclic peptides	0.014	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.986	Amino acids and derivatives	0.984	N-acyl-alpha amino acids and derivatives	0.629	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	662.577	722	12.036	875355521042876275	875355501627442718	875355501627442717	NEG_42340	
1	C31H60N8O3	[M - H]-	C31H59N8O3-	Amino acids and Peptides	0.627	Oligopeptides	0.600	Cyclic peptides	0.242	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.995	Amino acids and derivatives	0.994	N-acyl-alpha amino acids and derivatives	0.673	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Substituted pyrroles; Alpha amino acid amides; Benzenoids; Amines; Tertiary amines; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	591.475	737	12.286	875355518933141258	875355501098960354	875355501094766049	NEG_31369	
1	C34H57N3O6	[M - H]-	C34H56N3O6-	Fatty acids	0.939	Spingolipids	0.539	N-acyl amines	0.106	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.928	Amino acids and derivatives	0.923	Alpha amino acid esters	0.724	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Alpha amino acid esters; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	602.412	754	12.560	875355521823016854	875355501212206574	875355501208012269	NEG_32911	
1	C24H50N6O2	[M - H]-	C24H49N6O2-	Alkaloids	0.968	Ornithine alkaloids	0.073	Imidazole alkaloids	0.051	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.892	Amino acids and derivatives	0.890	Amino acids and derivatives	0.890	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyridines and derivatives; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	453.389	765	12.743	875355520086574907	875355499903583622	875355499899389317	NEG_14579	
1	C35H65N9O6	[M - H]-	C35H64N9O6-	Carbohydrates	0.634	Nucleosides	0.583	Pyrimidine nucleosides	0.264	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.959	Amino acids and derivatives	0.953	Alpha amino acid amides	0.701	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Aminopyrimidines and derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Tertiary amines; Tertiary alkylarylamines; Imidolactams; Dialkylarylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	706.493	785	13.078	875355522905147342	875355502088816214	875355502084621909	NEG_49659	
1	C31H61N7O3	[M - H]-	C31H60N7O3-	Alkaloids	0.814	Ornithine alkaloids	0.301	Polyamines	0.129	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.980	Amino acids, peptides, and analogues	0.844	Amino acids and derivatives	0.836	Amino acids and derivatives	0.836	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Pyridines and derivatives; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Pyridinylpiperazines; Diazinanes; Benzenoids; Amines; Tertiary amines; Dialkylarylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	578.472	811	13.510	875355521260980098	875355500952159698	875355500952159697	NEG_29434	
1	C36H61N3O2	[M - H]-	C36H60N3O2-	Alkaloids	0.969	Nicotinic acid alkaloids	0.075	Pyridine alkaloids	0.076	Organic acids and derivatives	0.937	Carboxylic acids and derivatives	0.970	Amino acids, peptides, and analogues	0.659	Amino acids and derivatives	0.657	Amino acids and derivatives	0.657	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzimidazoles; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	566.472	824	13.735	875355520627640167	875355500876662218	875355500872467913	NEG_27789	
1	C40H72F3N3O3	[M - H]-	C40H71F3N3O3-	Alkaloids	0.771	Ornithine alkaloids	0.047	Polyamines	0.007	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.959	Amino acids, peptides, and analogues	0.719	Amino acids and derivatives	0.720	Amino acids and derivatives	0.720	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Alkyl halides; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	698.549	830	13.833	875355519365154598	875355502055261778	875355502051067473	NEG_48342	
1	C26H53N5O4	[M - H]-	C26H52N5O4-	Amino acids and Peptides	0.520	Peptide alkaloids	0.082	Cyclic peptides	0.070	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.992	Alpha amino acids and derivatives	0.964	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Piperazines; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Diazinanes; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	498.402	875	14.578	875355521290340233	875355500427871654	875355500423677349	NEG_19862	
1	C29H62N8O4	[M - H]-	C29H61N8O4-	Alkaloids	0.963	Oligopeptides	0.270	Cyclic peptides	0.202	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.999	Peptides	0.912	Peptides	0.912	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Lactams; Piperazines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acid amides; Diazinanes; Amines; Primary amines; Tertiary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	585.485	897	14.955	875355520778635121	875355501023462874	875355501023462873	NEG_30421	
1	C41H80N6O9	[M - H]-	C41H79N6O9-	Amino acids and Peptides	0.789	Oligopeptides	0.994	Lipopeptides	0.537	Organic acids and derivatives	1.000	Peptidomimetics	0.436	Depsipeptides	0.584			Depsipeptides	0.584	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Depsipeptides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	799.598	905	15.075	875355520539559762	875355502487275142	875355502483080837	NEG_68624	
