feature_id,consensus_mz,consensus_rt,n_batches,phylum,kingdom,target_detected,bg_detected,detection_rate,specificity,exclusivity,log2fc,mean_target,mean_background,batch_confirm,batch_rate,composite_score,n_target_samples,n_target_batches,biomarker_quality,biomarker_tier,discovery_method
NEG_63520,776.6015984225755,16.261515,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.838,227747.6,0.0,1,1.0,92.27,22,1,Platinum,Diamond,composite
NEG_11724,428.3472804759439,4.3933325,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,7.269,153205.8,0.0,1,1.0,92.26,22,1,Platinum,Diamond,composite
NEG_8566,396.192073740548,8.029595,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,7.238,150009.3,0.0,1,1.0,92.2,22,1,Platinum,Diamond,composite
NEG_14365,452.3172727617438,3.6523416,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,9.471,708540.5,0.0,1,1.0,92.12,22,1,Platinum,Platinum,composite
NEG_65855,787.598073185439,15.457664,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,9.463,704671.4,0.0,1,1.0,92.11,22,1,Platinum,Platinum,composite
NEG_35685,620.4510966469496,12.284757,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,8.307,315773.2,0.0,1,1.0,92.07,22,1,Platinum,Diamond,composite
NEG_39702,645.5101190021384,4.495372,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.641,198655.5,0.0,1,1.0,91.87,22,1,Platinum,Diamond,composite
NEG_40416,650.5736750417955,18.053583,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,8.202,293400.1,0.0,1,1.0,91.86,22,1,Platinum,Diamond,composite
NEG_86900,888.5972209504582,16.754223,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,7.036,130199.5,0.0,1,1.0,91.8,22,1,Platinum,Diamond,composite
NEG_3435,317.2486788525659,5.331965,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,8.717,419761.9,0.0,1,1.0,91.75,22,1,Platinum,Platinum,composite
NEG_32538,599.5262066527721,6.4788976,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,6.994,126454.8,0.0,1,1.0,91.71,22,1,Platinum,Diamond,composite
NEG_10371,415.3049026425843,3.523952,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,8.125,278217.1,0.0,1,1.0,91.71,22,1,Platinum,Diamond,composite
NEG_2286,297.27992533279934,10.008347,1,Arthropoda,Animalia,22,0,1.0,1.0,1.0,5.832,55972.1,0.0,1,1.0,91.66,22,1,Platinum,Diamond,composite
NEG_31967,595.4949541674886,4.4412746,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,6.94,121766.1,0.0,1,1.0,91.61,22,1,Platinum,Diamond,composite
NEG_36341,624.5580040030146,18.080702,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,9.211,591781.8,0.0,1,1.0,91.6,22,1,Platinum,Platinum,composite
NEG_89550,905.5961607882508,15.749264,1,Arthropoda,Animalia,21,0,0.9545,1.0,1.0,6.336,79782.4,0.0,1,1.0,91.54,22,1,Platinum,Diamond,composite
NEG_29839,581.4576701527947,14.707278,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,9.167,573713.0,0.0,1,1.0,91.52,22,1,Platinum,Platinum,composite
NEG_44515,675.5687967814725,17.19528,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,8.59,384262.9,0.0,1,1.0,91.5,22,1,Platinum,Platinum,composite
NEG_33814,607.4950915601045,4.41217,1,Arthropoda,Animalia,21,0,0.9545,1.0,1.0,6.264,75875.3,0.0,1,1.0,91.39,22,1,Platinum,Diamond,composite
NEG_13271,442.3328085517522,5.567873,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.383,165887.2,0.0,1,1.0,91.36,22,1,Platinum,Diamond,composite
NEG_113723,1462.1193592568495,5.570506,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,6.805,110788.7,0.0,1,1.0,91.34,22,1,Platinum,Diamond,composite
NEG_44514,675.5687032075218,17.138023,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,9.053,529983.5,0.0,1,1.0,91.29,22,1,Platinum,Platinum,composite
NEG_2177,296.26781748761687,8.372167,1,Arthropoda,Animalia,21,0,0.9545,1.0,1.0,6.205,72793.3,0.0,1,1.0,91.27,22,1,Platinum,Diamond,composite
NEG_30155,583.4745889772876,15.721407,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,9.023,519379.3,0.0,1,1.0,91.23,22,1,Platinum,Platinum,composite
NEG_114206,1473.138694626832,16.222097,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.297,156310.1,0.0,1,1.0,91.19,22,1,Platinum,Diamond,composite
NEG_47097,691.5332219429584,4.472775,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.299,156425.1,0.0,1,1.0,91.19,22,1,Platinum,Diamond,composite
NEG_13865,448.2527541002131,1.8858376,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,8.407,338383.8,0.0,1,1.0,91.13,22,1,Platinum,Platinum,composite
NEG_23128,527.266683350783,3.6100519,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,7.82,225039.1,0.0,1,1.0,91.1,22,1,Platinum,Diamond,composite
NEG_35393,618.58331944179,18.405693,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,9.502,724291.2,0.0,1,1.0,91.05,22,1,Platinum,Platinum,composite
NEG_18543,487.2443249841142,4.7899437,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,6.622,97512.9,0.0,1,1.0,90.97,22,1,Platinum,Diamond,composite
NEG_26598,557.3327271435478,4.409474,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,7.727,210838.6,0.0,1,1.0,90.91,22,1,Platinum,Diamond,composite
NEG_42339,662.5740870318871,17.288177,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.152,141237.2,0.0,1,1.0,90.9,22,1,Platinum,Diamond,composite
NEG_52548,721.5803632423006,6.5087624,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,6.569,93931.7,0.0,1,1.0,90.86,22,1,Platinum,Diamond,composite
NEG_31174,590.5522565226244,17.134638,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,8.268,307252.0,0.0,1,1.0,90.85,22,1,Platinum,Platinum,composite
NEG_19475,494.36175498631934,9.113023,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,7.616,195138.1,0.0,1,1.0,90.69,22,1,Platinum,Diamond,composite
NEG_28362,571.2443722164278,2.2542458,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.014,128242.8,0.0,1,1.0,90.62,22,1,Platinum,Diamond,composite
NEG_39996,647.5373120663942,15.766316,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,8.146,282287.0,0.0,1,1.0,90.61,22,1,Platinum,Platinum,composite
NEG_7878,388.251116578664,2.0407355,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,7.012,128046.9,0.0,1,1.0,90.61,22,1,Platinum,Diamond,composite
NEG_57957,749.611731681057,7.842303,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,7.573,189462.0,0.0,1,1.0,90.6,22,1,Platinum,Diamond,composite
NEG_45636,683.3027819425247,3.7153163,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.641,398316.6,0.0,1,1.0,90.46,22,1,Platinum,Platinum,composite
NEG_23881,533.4575919669704,15.282993,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,9.2,587203.3,0.0,1,1.0,90.45,22,1,Platinum,Platinum,composite
NEG_14274,451.3546110979024,4.1016912,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,8.043,262700.0,0.0,1,1.0,90.4,22,1,Platinum,Platinum,composite
NEG_15132,457.368872364371,6.60722,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,8.001,255190.3,0.0,1,1.0,90.32,22,1,Platinum,Platinum,composite
NEG_8565,396.19198538195246,8.370196,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,6.287,77093.7,0.0,1,1.0,90.3,22,1,Platinum,Diamond,composite
NEG_11947,431.17174034178646,1.6276209,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.543,372106.8,0.0,1,1.0,90.27,22,1,Platinum,Platinum,composite
NEG_14518,453.3028504560042,5.166761,1,Arthropoda,Animalia,22,0,1.0,1.0,1.0,5.132,34055.0,0.0,1,1.0,90.26,22,1,Platinum,Platinum,composite
NEG_49200,703.5335811094419,4.422312,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,6.833,113045.8,0.0,1,1.0,90.26,22,1,Platinum,Diamond,composite
NEG_47477,693.6153644264775,4.6123557,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,9.096,546124.4,0.0,1,1.0,90.24,22,1,Platinum,Platinum,composite
NEG_4615,339.1268928039802,3.6600308,1,Arthropoda,Animalia,21,0,0.9545,1.0,1.0,5.61,47848.2,0.0,1,1.0,90.08,22,1,Platinum,Platinum,composite
NEG_23882,533.4576193907867,15.22062,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.967,499249.1,0.0,1,1.0,89.98,22,1,Platinum,Platinum,composite
NEG_12079,432.1873531544563,1.7722368,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.373,330462.6,0.0,1,1.0,89.93,22,1,Platinum,Platinum,composite
NEG_31979,595.5138084650725,14.663041,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.346,324319.4,0.0,1,1.0,89.87,22,1,Platinum,Platinum,composite
NEG_69090,801.6135249988885,17.537258,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.329,320651.3,0.0,1,1.0,89.84,22,1,Platinum,Platinum,composite
NEG_35730,620.5706421662826,9.293192,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.738,212479.3,0.0,1,1.0,89.79,22,1,Platinum,Platinum,composite
NEG_5818,360.2675907279132,4.6960034,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,7.149,140887.5,0.0,1,1.0,89.75,22,1,Platinum,Diamond,composite
NEG_44972,678.6053545524642,19.291729,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.847,459502.0,0.0,1,1.0,89.74,22,1,Platinum,Platinum,composite
NEG_11694,428.2841443960283,7.797112,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,6.577,94458.8,0.0,1,1.0,89.74,22,1,Platinum,Diamond,composite
NEG_113765,1463.121672814519,5.572883,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,6.009,63392.5,0.0,1,1.0,89.74,22,1,Platinum,Diamond,composite
NEG_70978,809.6423067094389,4.3454313,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.799,444387.8,0.0,1,1.0,89.64,22,1,Platinum,Platinum,composite
NEG_20802,506.288414987435,4.8782134,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,5.945,60602.3,0.0,1,1.0,89.62,22,1,Platinum,Diamond,composite
NEG_6179,367.1795897792522,7.8166223,1,Arthropoda,Animalia,21,0,0.9545,1.0,1.0,5.375,40497.8,0.0,1,1.0,89.61,22,1,Platinum,Platinum,composite
NEG_18012,481.3654851988455,3.8107238,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.773,436523.8,0.0,1,1.0,89.59,22,1,Platinum,Platinum,composite
NEG_44813,677.5480916057622,3.0527716,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.764,433709.4,0.0,1,1.0,89.57,22,1,Platinum,Platinum,composite
NEG_103872,1076.8606092934772,5.553595,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,6.484,88511.2,0.0,1,1.0,89.56,22,1,Platinum,Diamond,composite
NEG_38438,638.3101245950843,3.1708739,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.158,284683.2,0.0,1,1.0,89.5,22,1,Platinum,Platinum,composite
NEG_44799,677.5175665415649,3.9787478,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,6.987,125877.6,0.0,1,1.0,89.43,22,1,Platinum,Diamond,composite
NEG_38098,636.2952136854685,5.7584653,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.109,275042.8,0.0,1,1.0,89.4,22,1,Platinum,Platinum,composite
NEG_6267,367.3042663397038,4.493216,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.53,183817.2,0.0,1,1.0,89.38,22,1,Platinum,Platinum,composite
NEG_4617,339.1270472526837,3.879295,1,Arthropoda,Animalia,21,0,0.9545,1.0,1.0,5.242,36837.7,0.0,1,1.0,89.35,22,1,Platinum,Platinum,composite
NEG_74749,826.5970605697308,4.602554,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.5,180027.7,0.0,1,1.0,89.32,22,1,Platinum,Platinum,composite
NEG_14671,454.3324482324394,4.6789374,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,6.347,80411.1,0.0,1,1.0,89.29,22,1,Platinum,Diamond,composite
NEG_40449,651.3229069546683,5.610645,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.056,265168.0,0.0,1,1.0,89.29,22,1,Platinum,Platinum,composite
NEG_36342,624.5580465545428,17.987162,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.039,261950.9,0.0,1,1.0,89.26,22,1,Platinum,Platinum,composite
NEG_63896,778.5674776705547,18.440105,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,8.029,260192.3,0.0,1,1.0,89.24,22,1,Platinum,Platinum,composite
NEG_40600,651.5383105368944,5.322135,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.448,173573.8,0.0,1,1.0,89.21,22,1,Platinum,Platinum,composite
NEG_55854,739.5338425270584,3.8075392,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.417,169885.6,0.0,1,1.0,89.15,22,1,Platinum,Platinum,composite
NEG_88036,895.6185405907808,3.518395,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.405,168541.0,0.0,1,1.0,89.13,22,1,Platinum,Platinum,composite
NEG_87257,890.6137326506466,16.966536,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.53,368763.5,0.0,1,1.0,89.11,22,1,Platinum,Platinum,composite
NEG_63286,775.5872463882203,14.61193,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.496,360117.6,0.0,1,1.0,89.04,22,1,Platinum,Platinum,composite
NEG_5356,351.346274896172,4.9426,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,5.642,48940.5,0.0,1,1.0,89.01,22,1,Platinum,Platinum,composite
NEG_100085,1006.7861145370072,20.44331,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,6.768,107952.1,0.0,1,1.0,88.99,22,1,Platinum,Diamond,composite
NEG_45151,679.5697181624085,6.5337796,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.31,157730.5,0.0,1,1.0,88.94,22,1,Platinum,Platinum,composite
NEG_73481,820.620865162597,17.956392,1,Arthropoda,Animalia,21,0,0.9545,1.0,1.0,5.022,31493.0,0.0,1,1.0,88.91,22,1,Platinum,Platinum,composite
NEG_66766,791.5837896050256,7.8054986,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,6.135,69279.2,0.0,1,1.0,88.86,22,1,Platinum,Diamond,composite
NEG_115451,1502.1059068346465,16.420872,1,Arthropoda,Animalia,15,0,0.6818,1.0,1.0,8.404,337624.4,0.0,1,1.0,88.85,22,1,Platinum,Platinum,composite
NEG_13272,442.3329332883441,5.247562,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.256,151872.8,0.0,1,1.0,88.83,22,1,Platinum,Platinum,composite
NEG_81283,857.6765693158239,19.529476,1,Arthropoda,Animalia,16,0,0.7273,1.0,1.0,7.809,223249.2,0.0,1,1.0,88.8,22,1,Platinum,Platinum,composite
NEG_7429,383.1898668940601,8.778737,1,Arthropoda,Animalia,19,0,0.8636,1.0,1.0,6.068,66073.1,0.0,1,1.0,88.73,22,1,Platinum,Diamond,composite
NEG_57938,749.5812611302897,15.045158,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,5.49,43947.5,0.0,1,1.0,88.71,22,1,Platinum,Platinum,composite
NEG_12050,431.3272088790335,4.3944607,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,6.622,97493.4,0.0,1,1.0,88.7,22,1,Platinum,Diamond,composite
NEG_14828,455.3489992365921,3.5808678,1,Arthropoda,Animalia,13,0,0.5909,1.0,1.0,9.456,701363.6,0.0,1,1.0,88.68,22,1,Platinum,Platinum,composite
NEG_36684,627.3733784974429,5.541698,1,Arthropoda,Animalia,18,0,0.8182,1.0,1.0,6.606,96387.4,0.0,1,1.0,88.67,22,1,Platinum,Diamond,composite
NEG_46499,688.4380249624878,7.1889997,1,Arthropoda,Animalia,20,0,0.9091,1.0,1.0,5.461,43047.7,0.0,1,1.0,88.65,22,1,Platinum,Platinum,composite
NEG_57532,747.5427615843109,4.4914365,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.165,142532.4,0.0,1,1.0,88.65,22,1,Platinum,Platinum,composite
NEG_70976,809.6422618741104,4.271745,1,Arthropoda,Animalia,14,0,0.6364,1.0,1.0,8.873,467763.7,0.0,1,1.0,88.65,22,1,Platinum,Platinum,composite
NEG_38421,637.5611138479798,17.219282,1,Arthropoda,Animalia,12,0,0.5455,1.0,1.0,10.566,1515222.9,0.0,1,1.0,88.64,22,1,Platinum,Platinum,composite
NEG_61964,769.622141017792,17.70905,1,Arthropoda,Animalia,12,0,0.5455,1.0,1.0,10.194,1170262.1,0.0,1,1.0,88.64,22,1,Platinum,Platinum,composite
NEG_46507,688.446886408606,4.4095497,1,Arthropoda,Animalia,12,0,0.5455,1.0,1.0,11.929,3898809.3,0.0,1,1.0,88.64,22,1,Platinum,Platinum,composite
NEG_41896,659.5262162173841,5.2081747,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.145,140562.3,0.0,1,1.0,88.61,22,1,Platinum,Platinum,composite
NEG_37742,633.4913312188492,3.414531,1,Arthropoda,Animalia,17,0,0.7727,1.0,1.0,7.136,139611.9,0.0,1,1.0,88.59,22,1,Platinum,Platinum,composite
