"freeze_id","taxonomy_release","analysis_unit_taxid","analysis_unit_name","phylum","analysis_unit_inventory_rows","representation","sequence_role","anchor_index","source_database","source_release","accession_version","source_record_taxid","source_organism","source_record_length","silva_start","silva_stop","silva_tree_tip","candidate_pool_size","selection_score","selection_rule","proxy_flag","proxy_reason","sequence_fetch_method","approval_status","tip_id","sequence_length","primary_length_gate"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1883","Streptomyces","Actinomycetota","1","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","AY999917","","Streptomyces fragilis","1500","1","1500","AY999917.1.1500","3766","1001","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T014_1883_A3","1500","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","2001","Streptosporangium roseum","Actinomycetota","2","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","CP001814","","Streptosporangium roseum DSM 43021","1513","2067480","2068992","CP001814.2067480.2068992","12","988","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T015_2001_A1","1504","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","708378","Acrogalumna longipluma","Arthropoda","2","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","GQ864304.1","708378","Acrogalumna longipluma 18S ribosomal RNA gene, partial sequence","1664","","","","1","1222.799","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T016_708378_A1","1664","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","13347","Armadillidium vulgare","Arthropoda","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","LYUU01002088","","Armadillidium vulgare","1492","1538950","1540441","LYUU01002088.1538950.1540441","1","693","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T017_13347_A1","1484","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","158441","Folsomia candida","Arthropoda","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","GASX02035500","","Folsomia candida","1782","284","2065","GASX02035500.284.2065","3","983","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T018_158441_A1","1782","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","62006","Glomeris marginata","Arthropoda","1","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","AY288685.1","62006","Glomeris marginatus 18S ribosomal RNA gene, complete sequence","2028","","","","1","1349.399","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T019_62006_A1","2028","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","254095","Heteromurus nitidus","Arthropoda","2","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","PQ049636.1","254095","Heteromurus nitidus isolate BDL23 small subunit ribosomal RNA gene, partial sequence","1778","","","","25","1245.599","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T020_254095_A1","1778","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","1519113","Protaphorura fimata","Arthropoda","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","KY382771","","Protaphorura fimata","1747","1","1747","KY382771.1.1747","1","948","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T021_1519113_A1","1747","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","471718","Scheloribates","Arthropoda","1","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","AB818527","","Scheloribates pallidulus","1800","1","1800","AB818527.1.1800","2","1001","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T022_471718_A1","1800","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","471718","Scheloribates","Arthropoda","1","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","EU432199","","Scheloribates ascendens","1627","1","1627","EU432199.1.1627","2","828","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T023_471718_A2","1627","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","187695","Sinella curviseta","Arthropoda","2","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","DQ016565.1","187695","Sinella curviseta voucher SIE C0400018 18S ribosomal RNA gene, complete sequence","1745","","","","2","1383.998","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T024_187695_A1","1745","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5599","Alternaria alternata","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","LMXP01000007","","Alternaria alternata","1760","5793","7552","LMXP01000007.5793.7552","9","961","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T025_5599_A1","1760","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","319629","Aspergillus brasiliensis","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","OR492614.2","319629","Aspergillus brasiliensis isolate Himedia_414 small subunit ribosomal RNA gene, partial sequence","1711","","","","3","1232.199","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T026_319629_A1","1711","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","162425","Aspergillus nidulans","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AB008403","","Aspergillus nidulans","1733","1","1733","AB008403.1.1733","6","934","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T027_162425_A1","1733","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","43971","Blastobotrys","Ascomycota","2","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","AB013591","","Blastobotrys chiropterorum","1781","1","1781","AB013591.1.1781","5","982","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T028_43971_A1","1774","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","43971","Blastobotrys","Ascomycota","2","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","AB018124","","Blastobotrys terrestris","1769","1","1769","AB018124.1.1769","5","970","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T029_43971_A2","1769","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","43971","Blastobotrys","Ascomycota","2","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","AB018123","","Blastobotrys adeninivorans","1765","1","1765","AB018123.1.1765","5","966","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T030_43971_A3","1765","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","186352","Cephalotrichum microsporum","Ascomycota","1","genus_proxy_anchor_set_mean","proxy_genus_anchor","1","SILVA","138.2","DQ836901","","Cephalotrichum stemonitis","1596","1","1596","DQ836901.1.1596","2","796","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Cephalotrichum genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T031_186352_A1","1596","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","186352","Cephalotrichum microsporum","Ascomycota","1","genus_proxy_anchor_set_mean","proxy_genus_anchor","2","SILVA","138.2","KM096234","","Cephalotrichum stemonitis","1514","1","1514","KM096234.1.1514","2","714","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Cephalotrichum genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T032_186352_A2","1514","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5583","Exophiala","Ascomycota","1","genus_anchor_set_mean","genus_anchor","1","SILVA","138.2","JN856015","","Exophiala halophila","1786","1","1786","JN856015.1.1786","32","987","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T033_5583_A1","1768","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5583","Exophiala","Ascomycota","1","genus_anchor_set_mean","genus_anchor","2","SILVA","138.2","JN856017","","Exophiala equina","1771","1","1771","JN856017.1.1771","32","972","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T034_5583_A2","1770","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5583","Exophiala","Ascomycota","1","genus_anchor_set_mean","genus_anchor","3","SILVA","138.2","X79312","","Exophiala dermatitidis","1765","1","1765","X79312.1.1765","32","966","Distinct named descendant species; best near-full SILVA SSU per species; up to three anchors","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T035_5583_A3","1757","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","5127","Fusarium fujikuroi","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AB237662","","Fusarium fujikuroi","1745","1","1745","AB237662.1.1745","2","946","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T036_5127_A1","1737","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","610258","Geomyces","Ascomycota","1","genus_single_exemplar","genus_exemplar","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","JN657522.1","1095761","Geomyces sp. WNF-15A 18S ribosomal RNA gene, partial sequence","1685","","","","11","1201.989","Verified NCBI genus absent from SILVA snapshot and fewer than two named descendant species are available; retain one explicit SSU exemplar as a provisional limitation rather than calling it a genus MRCA","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T037_610258_A1","1685","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","796325","Gibellulopsis nigrescens","Ascomycota","2","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","KT587321","","Gibellulopsis nigrescens","1666","1","1666","KT587321.1.1666","1","867","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T038_796325_A1","1666","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","2482753","Hyaloscypha finlandica","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","GenBank record cached 2026-08-04","L76625.1","2482753","Hyaloscypha finlandica","951","","","","","403","Corrected parser: explicit annotated 18S rRNA feature; joined ranges concatenated; primary length >=900 nt","FALSE","","Annotated GenBank SSU feature extracted from cached record","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T039_2482753_A1","951","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","39930","Morchella elata","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","U42641","","Morchella elata","1730","1","1730","U42641.1.1730","1","931","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T040_39930_A1","1730","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","798079","Neocucurbitaria cava","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","NCBI Nucleotide","live accession metadata retrieved 2026-08-04","EU754100.1","798079","Neocucurbitaria cava strain CBS 257.68 18S ribosomal RNA gene, partial sequence","1021","","","","3","794.199","Highest deterministic exact-taxon NCBI candidate score: RefSeq NR preferred; SSU marker required; clean standalone SSU and near-full length preferred; organelle records rejected; annotated SSU feature will be extracted","FALSE","","NCBI GenBank record; extract annotated 16S/18S rRNA feature only","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T041_798079_A1","1021","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","97972","Periconia macrospinosa","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","KU954528","","Periconia macrospinosa","2202","1","2202","KU954528.1.2202","1","599","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T042_97972_A1","1727","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","44115","Peziza ostracoderma","Ascomycota","1","genus_proxy_anchor_set_mean","proxy_genus_anchor","1","SILVA","138.2","AF006309","","Peziza echinospora","1783","1","1783","AF006309.1.1783","3","983","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Peziza genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T043_44115_A1","1783","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","44115","Peziza ostracoderma","Ascomycota","1","genus_proxy_anchor_set_mean","proxy_genus_anchor","2","SILVA","138.2","DQ646544","","Peziza lobulata","1783","1","1783","DQ646544.1.1783","3","983","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Peziza genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T044_44115_A2","1783","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","44115","Peziza ostracoderma","Ascomycota","1","genus_proxy_anchor_set_mean","proxy_genus_anchor","3","SILVA","138.2","DQ646545","","Peziza michelii","1782","1","1782","DQ646545.1.1782","3","982","Same-genus named SILVA proxy; SSU >=900 nt; closest to 1800 nt; distinct species where available","TRUE","Exact SSU failed the >=900 nt primary gate; explicit Peziza genus proxy; exact partial retained only for sensitivity","SILVA 138.2 NR99 FASTA truncated SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T045_44115_A3","1782","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","53655","Pichia fermentans","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AB053241","","Pichia fermentans","1734","1","1734","AB053241.1.1734","4","935","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T046_53655_A1","1734","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","4896","Schizosaccharomyces pombe","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","EF550486","","Schizosaccharomyces pombe","1796","1","1796","EF550486.1.1796","12","997","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T047_4896_A1","1796","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","27295","Schwanniomyces capriottii","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","X83819","","Debaryomyces castellii","1804","1","1804","X83819.1.1804","2","997","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T048_27295_A1","1799","TRUE"
"figure3-ssu-curated-freeze-2026-08-04-v3","ncbi-phylum-2026-08-04-v1","164538","Tetracladium marchalianum","Ascomycota","1","exact_taxon_tip","analysis_unit_tip","1","SILVA","138.2","AF388576","","Tetracladium marchalianum","1777","1","1777","AF388576.1.1777","4","978","Exact verified taxon SILVA clade; select near-full SSU sequence closest to domain target length","FALSE","","SILVA 138.2 NR99 FASTA already truncated to SSU rRNA","curated_primary_candidate_pending_submitted_S1_reconciliation","V3T049_164538_A1","1777","TRUE"
