feature_id,consensus_mz,consensus_rt,n_batches,phylum,kingdom,target_detected,bg_detected,detection_rate,specificity,exclusivity,log2fc,mean_target,mean_background,batch_confirm,batch_rate,composite_score,n_target_samples,n_target_batches,biomarker_quality,biomarker_tier
A15_12239,383.32838,2.366,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,7.684,204693.1,0.0,1,1.0,90.82,11,1,Platinum,Diamond
A15_43927,492.345127,4.9432,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.746,428428.6,0.0,1,1.0,90.67,11,1,Platinum,Platinum
A15_172990,715.610098,16.2573,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.721,421072.9,0.0,1,1.0,90.62,11,1,Platinum,Platinum
A15_171226,715.574373,16.1384,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.678,408643.5,0.0,1,1.0,90.54,11,1,Platinum,Platinum
A15_39308,466.329441,4.6338,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.673,407049.5,0.0,1,1.0,90.53,11,1,Platinum,Platinum
A15_152946,589.425315,14.4536,1,Arthropoda,Animalia,10,0,0.9091,1.0,1.0,6.356,80920.7,0.0,1,1.0,90.44,11,1,Platinum,Diamond
A15_174491,789.576396,16.3838,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.622,393119.6,0.0,1,1.0,90.43,11,1,Platinum,Platinum
A15_170803,715.610895,16.079,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.613,390536.9,0.0,1,1.0,90.41,11,1,Platinum,Platinum
A15_66917,549.33895,6.7952,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.609,389581.6,0.0,1,1.0,90.4,11,1,Platinum,Platinum
A15_2835,413.15896,1.7969,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.606,388735.4,0.0,1,1.0,90.39,11,1,Platinum,Platinum
A15_65397,529.302691,6.728,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.487,357896.8,0.0,1,1.0,90.16,11,1,Platinum,Platinum
A15_2479,430.186127,1.7079,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.373,330624.0,0.0,1,1.0,89.93,11,1,Platinum,Platinum
A15_580,517.292006,1.6449,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.357,326833.6,0.0,1,1.0,89.9,11,1,Platinum,Platinum
A15_201,811.307169,1.6533,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,7.198,145818.0,0.0,1,1.0,89.85,11,1,Platinum,Diamond
A15_155850,706.583779,15.0204,2,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,9.442,694541.3,0.0,1,1.0,89.79,11,1,Platinum,Platinum
A15_7840,385.16465,2.0478,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,7.083,134607.1,0.0,1,1.0,89.62,11,1,Platinum,Diamond
A15_37224,527.286372,4.5049,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,8.179,288860.8,0.0,1,1.0,89.54,11,1,Platinum,Platinum
A15_33281,404.315903,4.1599,1,Arthropoda,Animalia,10,0,0.9091,1.0,1.0,5.907,58986.2,0.0,1,1.0,89.54,11,1,Platinum,Diamond
A15_7415,415.234872,2.0124,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,6.832,112934.8,0.0,1,1.0,89.12,11,1,Platinum,Diamond
A15_1639,793.389031,1.8451,2,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,6.759,107299.9,0.0,1,1.0,88.97,11,1,Platinum,Diamond
A15_50398,621.310607,5.3016,2,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.955,495287.4,0.0,1,1.0,88.82,11,1,Platinum,Platinum
A15_37785,404.314376,4.5136,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.792,220668.4,0.0,1,1.0,88.77,11,1,Platinum,Platinum
A15_4908,430.185854,1.8217,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.761,215870.9,0.0,1,1.0,88.7,11,1,Platinum,Platinum
A15_13770,382.342434,2.4972,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,10.138,1125788.0,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_37762,643.292821,4.509,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,10.428,1376184.0,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_32637,1292.637693,4.1004,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,10.283,1244920.2,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_67775,548.334747,6.9376,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,10.463,1410853.0,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_41936,527.286226,4.7872,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,10.826,1814119.3,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_36868,621.311118,4.4619,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,11.506,2907429.5,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_46815,621.310499,5.1524,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,10.812,1796163.0,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_155347,730.594364,14.6822,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,11.825,3626315.5,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_64745,570.317586,6.6949,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,10.017,1034920.0,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_39014,621.311005,4.5807,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,11.555,3007407.5,0.0,1,1.0,88.64,11,1,Platinum,Platinum
A15_201520,584.577714,18.7814,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.861,464066.3,0.0,1,1.0,88.63,11,1,Platinum,Platinum
A15_35923,527.286814,4.4257,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.845,458999.6,0.0,1,1.0,88.6,11,1,Platinum,Platinum
A15_38401,404.314225,4.5502,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.698,206695.5,0.0,1,1.0,88.58,11,1,Platinum,Platinum
A15_171006,563.52274,16.1016,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.8,444722.7,0.0,1,1.0,88.51,11,1,Platinum,Platinum
A15_10711,521.298959,2.2658,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.843,917600.2,0.0,1,1.0,88.32,11,1,Platinum,Platinum
A15_41850,644.376729,4.7803,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.658,403016.6,0.0,1,1.0,88.23,11,1,Platinum,Platinum
A15_221393,602.588182,21.4364,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.503,180451.9,0.0,1,1.0,88.19,11,1,Platinum,Platinum
A15_5082,413.15904,1.8515,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.499,179917.6,0.0,1,1.0,88.18,11,1,Platinum,Platinum
A15_206216,812.673244,19.2237,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.62,392531.6,0.0,1,1.0,88.15,11,1,Platinum,Platinum
A15_8417,401.159586,2.0718,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,6.337,79819.7,0.0,1,1.0,88.13,11,1,Platinum,Diamond
A15_211032,796.680394,19.734,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.734,850488.8,0.0,1,1.0,88.1,11,1,Platinum,Platinum
A15_188585,685.563515,17.6613,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.581,381898.3,0.0,1,1.0,88.07,11,1,Platinum,Platinum
A15_47789,440.31209,5.197,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.554,374851.7,0.0,1,1.0,88.02,11,1,Platinum,Platinum
A15_12052,371.197588,2.2448,2,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.546,372755.6,0.0,1,1.0,88.0,11,1,Platinum,Platinum
A15_11738,355.202757,2.4335,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.37,164446.9,0.0,1,1.0,87.92,11,1,Platinum,Platinum
A15_155422,688.583857,14.6681,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.499,360849.0,0.0,1,1.0,87.91,11,1,Platinum,Platinum
A15_3692,419.226492,1.7385,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.333,160191.9,0.0,1,1.0,87.85,11,1,Platinum,Platinum
A15_45569,454.329339,5.0576,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.563,755182.0,0.0,1,1.0,87.76,11,1,Platinum,Platinum
A15_5313,447.205871,1.8867,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.399,336673.4,0.0,1,1.0,87.71,11,1,Platinum,Platinum
A15_42716,638.337294,4.9862,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.503,724421.5,0.0,1,1.0,87.64,11,1,Platinum,Platinum
A15_130456,575.40924,12.554,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.355,326418.6,0.0,1,1.0,87.62,11,1,Platinum,Platinum
A15_59870,659.286766,6.5317,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.461,703795.2,0.0,1,1.0,87.56,11,1,Platinum,Platinum
A15_113727,624.463223,11.0152,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.309,316184.6,0.0,1,1.0,87.53,11,1,Platinum,Platinum
A15_200628,604.594162,18.7095,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.307,315610.6,0.0,1,1.0,87.52,11,1,Platinum,Platinum
A15_128853,883.535072,12.404,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.156,141658.2,0.0,1,1.0,87.49,11,1,Platinum,Platinum
A15_54515,486.296234,5.7884,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.14,140026.6,0.0,1,1.0,87.46,11,1,Platinum,Platinum
A15_9075,369.181979,2.0566,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.14,140072.8,0.0,1,1.0,87.46,11,1,Platinum,Platinum
A15_45076,508.30322,4.9229,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.395,672284.0,0.0,1,1.0,87.43,11,1,Platinum,Platinum
A15_214584,767.64218,20.2189,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.374,662705.0,0.0,1,1.0,87.39,11,1,Platinum,Platinum
A15_190744,1474.17846,17.8165,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.092,135453.4,0.0,1,1.0,87.37,11,1,Platinum,Platinum
A15_43338,527.286225,4.9058,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.2,293005.3,0.0,1,1.0,87.31,11,1,Platinum,Platinum
A15_132950,490.461862,12.7506,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.337,645628.3,0.0,1,1.0,87.31,11,1,Platinum,Platinum
A15_16512,431.301501,2.7366,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.197,292546.0,0.0,1,1.0,87.3,11,1,Platinum,Platinum
A15_5477,386.208534,1.9527,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.048,131343.6,0.0,1,1.0,87.28,11,1,Platinum,Platinum
A15_10102,392.290579,2.1971,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,7.034,130029.1,0.0,1,1.0,87.25,11,1,Platinum,Platinum
A15_169681,518.493418,15.9726,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.165,285949.7,0.0,1,1.0,87.24,11,1,Platinum,Platinum
A15_16903,387.180192,2.7828,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,5.884,58041.2,0.0,1,1.0,87.22,11,1,Platinum,Diamond
A15_70931,571.320828,7.0324,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.131,279344.6,0.0,1,1.0,87.17,11,1,Platinum,Platinum
A15_48595,454.329266,5.2881,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.239,603044.5,0.0,1,1.0,87.11,11,1,Platinum,Platinum
A15_175508,1518.207364,16.498,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.186,581518.3,0.0,1,1.0,87.01,11,1,Platinum,Platinum
A15_12230,573.440292,2.3859,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,8.052,264414.4,0.0,1,1.0,87.01,11,1,Platinum,Platinum
A15_9235,386.208478,2.0785,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.865,115560.6,0.0,1,1.0,86.91,11,1,Platinum,Platinum
A15_3754,415.175026,1.775,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.813,111448.8,0.0,1,1.0,86.81,11,1,Platinum,Platinum
A15_45205,675.506371,5.044,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,9.07,536342.8,0.0,1,1.0,86.78,11,1,Platinum,Platinum
A15_11806,385.163928,2.4877,2,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,5.609,47808.6,0.0,1,1.0,86.67,11,1,Platinum,Platinum
A15_64105,892.533626,6.6468,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.847,229223.3,0.0,1,1.0,86.6,11,1,Platinum,Platinum
A15_92776,550.350809,9.0099,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.701,103027.4,0.0,1,1.0,86.58,11,1,Platinum,Platinum
A15_172848,697.564211,16.257,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.963,498109.2,0.0,1,1.0,86.56,11,1,Platinum,Platinum
A15_7474,538.243778,2.1978,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.683,101768.6,0.0,1,1.0,86.55,11,1,Platinum,Platinum
A15_86880,524.370288,8.4258,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.952,494358.2,0.0,1,1.0,86.54,11,1,Platinum,Platinum
A15_160342,802.536029,15.0584,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.938,489449.0,0.0,1,1.0,86.51,11,1,Platinum,Platinum
A15_220579,767.643002,21.2742,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.802,222210.0,0.0,1,1.0,86.51,11,1,Platinum,Platinum
A15_185681,914.612796,17.4098,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.801,222024.6,0.0,1,1.0,86.51,11,1,Platinum,Platinum
A15_156065,589.425251,14.7294,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.66,100110.9,0.0,1,1.0,86.5,11,1,Platinum,Platinum
A15_49552,404.312337,5.3858,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.644,99010.5,0.0,1,1.0,86.47,11,1,Platinum,Platinum
A15_1761,811.333387,1.6616,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,5.489,43902.0,0.0,1,1.0,86.43,11,1,Platinum,Platinum
A15_80864,653.439451,7.8801,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.897,475744.5,0.0,1,1.0,86.43,11,1,Platinum,Platinum
A15_149875,687.578434,14.2336,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.891,473696.0,0.0,1,1.0,86.42,11,1,Platinum,Platinum
A15_100402,522.355745,9.6343,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.882,470635.5,0.0,1,1.0,86.4,11,1,Platinum,Platinum
A15_119199,579.440766,11.503,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.58,94652.1,0.0,1,1.0,86.34,11,1,Platinum,Platinum
A15_154659,597.448989,14.5946,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.567,93827.2,0.0,1,1.0,86.32,11,1,Platinum,Platinum
A15_24440,612.350548,3.4117,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.705,207698.7,0.0,1,1.0,86.32,11,1,Platinum,Platinum
A15_166970,585.487374,15.7554,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.834,455494.5,0.0,1,1.0,86.31,11,1,Platinum,Platinum
A15_22139,341.304542,2.9583,2,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.541,92117.1,0.0,1,1.0,86.26,11,1,Platinum,Platinum
A15_68028,698.436918,6.8926,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.651,199974.3,0.0,1,1.0,86.21,11,1,Platinum,Platinum
A15_60047,681.34317,6.3211,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.779,438384.5,0.0,1,1.0,86.2,11,1,Platinum,Platinum
A15_7556,393.179918,2.0271,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.495,89196.0,0.0,1,1.0,86.17,11,1,Platinum,Platinum
A15_62938,655.336358,6.5647,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.554,186977.6,0.0,1,1.0,86.02,11,1,Platinum,Platinum
A15_8875,559.200657,2.1356,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.546,185853.0,0.0,1,1.0,86.0,11,1,Platinum,Platinum
A15_176053,734.616864,16.3846,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.663,404340.0,0.0,1,1.0,85.96,11,1,Platinum,Platinum
A15_1592,743.376198,1.6675,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.513,181685.0,0.0,1,1.0,85.94,11,1,Platinum,Platinum
A15_92737,510.393373,8.986,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.478,177313.7,0.0,1,1.0,85.87,11,1,Platinum,Platinum
A15_163532,608.467219,15.4098,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.612,390295.7,0.0,1,1.0,85.86,11,1,Platinum,Platinum
A15_224,759.370499,1.6567,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.437,172274.9,0.0,1,1.0,85.78,11,1,Platinum,Platinum
A15_155563,701.595284,14.7044,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.556,375436.7,0.0,1,1.0,85.75,11,1,Platinum,Platinum
A15_55565,486.296152,5.8761,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.412,169259.6,0.0,1,1.0,85.73,11,1,Platinum,Platinum
A15_6923,386.196363,1.9614,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.401,167996.4,0.0,1,1.0,85.71,11,1,Platinum,Platinum
A15_166773,635.536283,15.7608,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,6.259,75572.1,0.0,1,1.0,85.7,11,1,Platinum,Platinum
A15_50075,404.277548,5.4348,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.52,366136.2,0.0,1,1.0,85.68,11,1,Platinum,Platinum
A15_180442,683.545703,16.9858,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.513,364442.3,0.0,1,1.0,85.66,11,1,Platinum,Platinum
A15_9342,383.32841,2.1591,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.446,347648.2,0.0,1,1.0,85.53,11,1,Platinum,Platinum
A15_66523,552.298152,6.7903,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.306,157249.1,0.0,1,1.0,85.52,11,1,Platinum,Platinum
A15_69252,576.364149,6.9366,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.44,346389.7,0.0,1,1.0,85.52,11,1,Platinum,Platinum
A15_1807,501.327988,1.6696,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.301,156656.6,0.0,1,1.0,85.51,11,1,Platinum,Platinum
A15_10231,355.202767,2.4017,2,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.297,156219.1,0.0,1,1.0,85.5,11,1,Platinum,Platinum
A15_156875,706.583826,15.054,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.417,340778.8,0.0,1,1.0,85.47,11,1,Platinum,Platinum
A15_185433,892.629232,17.3726,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.248,150999.4,0.0,1,1.0,85.4,11,1,Platinum,Platinum
A15_28605,432.356066,3.7653,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.239,150026.3,0.0,1,1.0,85.39,11,1,Platinum,Platinum
A15_170661,914.612392,16.0681,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.37,329793.8,0.0,1,1.0,85.38,11,1,Platinum,Platinum
A15_130359,525.372794,12.5161,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.341,323257.5,0.0,1,1.0,85.32,11,1,Platinum,Platinum
A15_3165,447.169658,1.7459,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.197,145705.3,0.0,1,1.0,85.3,11,1,Platinum,Platinum
A15_36218,466.329525,4.4242,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.186,144648.3,0.0,1,1.0,85.28,11,1,Platinum,Platinum
A15_73674,548.334907,7.1301,2,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.314,317163.3,0.0,1,1.0,85.26,11,1,Platinum,Platinum
A15_43203,512.274867,4.8718,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.147,140749.4,0.0,1,1.0,85.2,11,1,Platinum,Platinum
A15_172227,876.595833,16.3688,3,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.274,308603.8,0.0,1,1.0,85.18,11,1,Platinum,Platinum
A15_66555,530.358134,6.7305,2,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.111,137250.3,0.0,1,1.0,85.13,11,1,Platinum,Platinum
A15_146834,598.45658,13.9469,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.202,293487.2,0.0,1,1.0,85.04,11,1,Platinum,Platinum
A15_7443,399.192716,2.0736,2,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,7.045,131035.6,0.0,1,1.0,85.0,11,1,Platinum,Platinum
A15_10990,573.216595,2.2902,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.163,285695.7,0.0,1,1.0,84.96,11,1,Platinum,Platinum
A15_9466,636.315145,2.1901,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,6.959,123383.1,0.0,1,1.0,84.83,11,1,Platinum,Platinum
A15_220152,602.588187,21.2052,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,5.812,55177.5,0.0,1,1.0,84.81,11,1,Platinum,Platinum
A15_5828,594.295397,1.8679,1,Arthropoda,Animalia,6,0,0.5455,1.0,1.0,8.082,269998.3,0.0,1,1.0,84.8,11,1,Platinum,Platinum
A15_4748,445.185774,1.7925,1,Arthropoda,Animalia,9,0,0.8182,1.0,1.0,4.643,23982.8,0.0,1,1.0,84.74,11,1,Platinum,Platinum
A15_1303,518.239027,1.6707,1,Arthropoda,Animalia,8,0,0.7273,1.0,1.0,5.769,53512.4,0.0,1,1.0,84.72,11,1,Platinum,Platinum
A15_64076,661.428889,6.6515,1,Arthropoda,Animalia,7,0,0.6364,1.0,1.0,6.877,116550.6,0.0,1,1.0,84.66,11,1,Platinum,Platinum
